set abc def
set hello world
set a 123
set abc aaa
del hello
set hello world
set aaa bbb
set 123 456
set abc def
del abc
set key0 value0
set key1 value1
set key2 value2
set key3 value3
set key4 value4
set key5 value5
set key6 value6
set key7 value7
set key8 value8
set key9 value9
set key10 value10
set key11 value11
set key12 value12
set key13 value13
set key14 value14
set key15 value15
set key16 value16
set key17 value17
set key18 value18
set key19 value19
set key20 value20
set key21 value21
set key22 value22
set key23 value23
set key24 value24
set key25 value25
set key26 value26
set key27 value27
set key28 value28
set key29 value29
set key30 value30
set key31 value31
set key32 value32
set key33 value33
set key34 value34
set key35 value35
set key36 value36
set key37 value37
set key38 value38
set key39 value39
set key40 value40
set key41 value41
set key42 value42
set key43 value43
set key44 value44
set key45 value45
set key46 value46
set key47 value47
set key48 value48
set key49 value49
set key50 value50
set key51 value51
set key52 value52
set key53 value53
set key54 value54
set key55 value55
set key56 value56
set key57 value57
set key58 value58
set key59 value59
set key60 value60
set key61 value61
set key62 value62
set key63 value63
set key64 value64
set key65 value65
set key66 value66
set key67 value67
set key68 value68
set key69 value69
set key70 value70
set key71 value71
set key72 value72
set key73 value73
set key74 value74
set key75 value75
set key76 value76
set key77 value77
set key78 value78
set key79 value79
set key80 value80
set key81 value81
set key82 value82
set key83 value83
set key84 value84
set key85 value85
set key86 value86
set key87 value87
set key88 value88
set key89 value89
set key90 value90
set key91 value91
set key92 value92
set key93 value93
set key94 value94
set key95 value95
set key96 value96
set key97 value97
set key98 value98
set key99 value99
set key100 value100
set key101 value101
set key102 value102
set key103 value103
set key104 value104
set key105 value105
set key106 value106
set key107 value107
set key108 value108
set key109 value109
set key110 value110
set key111 value111
set key112 value112
set key113 value113
set key114 value114
set key115 value115
set key116 value116
set key117 value117
set key118 value118
set key119 value119
set key120 value120
set key121 value121
set key122 value122
set key123 value123
set key124 value124
set key125 value125
set key126 value126
set key127 value127
set key128 value128
set key129 value129
set key130 value130
set key131 value131
set key132 value132
set key133 value133
set key134 value134
set key135 value135
set key136 value136
set key137 value137
set key138 value138
set key139 value139
set key140 value140
set key141 value141
set key142 value142
set key143 value143
set key144 value144
set key145 value145
set key146 value146
set key147 value147
set key148 value148
set key149 value149
set key150 value150
set key151 value151
set key152 value152
set key153 value153
set key154 value154
set key155 value155
set key156 value156
set key157 value157
set key158 value158
set key159 value159
set key160 value160
set key161 value161
set key162 value162
set key163 value163
set key164 value164
set key165 value165
set key166 value166
set key167 value167
set key168 value168
set key169 value169
set key170 value170
set key171 value171
set key172 value172
set key173 value173
set key174 value174
set key175 value175
set key176 value176
set key177 value177
set key178 value178
set key179 value179
set key180 value180
set key181 value181
set key182 value182
set key183 value183
set key184 value184
set key185 value185
set key186 value186
set key187 value187
set key188 value188
set key189 value189
set key190 value190
set key191 value191
set key192 value192
set key193 value193
set key194 value194
set key195 value195
set key196 value196
set key197 value197
set key198 value198
set key199 value199
set key200 value200
set key201 value201
set key202 value202
set key203 value203
set key204 value204
set key205 value205
set key206 value206
set key207 value207
set key208 value208
set key209 value209
set key210 value210
set key211 value211
set key212 value212
set key213 value213
set key214 value214
set key215 value215
set key216 value216
set key217 value217
set key218 value218
set key219 value219
set key220 value220
set key221 value221
set key222 value222
set key223 value223
set key224 value224
set key225 value225
set key226 value226
set key227 value227
set key228 value228
set key229 value229
set key230 value230
set key231 value231
set key232 value232
set key233 value233
set key234 value234
set key235 value235
set key236 value236
set key237 value237
set key238 value238
set key239 value239
set key240 value240
set key241 value241
set key242 value242
set key243 value243
set key244 value244
set key245 value245
set key246 value246
set key247 value247
set key248 value248
set key249 value249
set key250 value250
set key251 value251
set key252 value252
set key253 value253
set key254 value254
set key255 value255
set key256 value256
set key257 value257
set key258 value258
set key259 value259
set key260 value260
set key261 value261
set key262 value262
set key263 value263
set key264 value264
set key265 value265
set key266 value266
set key267 value267
set key268 value268
set key269 value269
set key270 value270
set key271 value271
set key272 value272
set key273 value273
set key274 value274
set key275 value275
set key276 value276
set key277 value277
set key278 value278
set key279 value279
set key280 value280
set key281 value281
set key282 value282
set key283 value283
set key284 value284
set key285 value285
set key286 value286
set key287 value287
set key288 value288
set key289 value289
set key290 value290
set key291 value291
set key292 value292
set key293 value293
set key294 value294
set key295 value295
set key296 value296
set key297 value297
set key298 value298
set key299 value299
set key300 value300
set key301 value301
set key302 value302
set key303 value303
set key304 value304
set key305 value305
set key306 value306
set key307 value307
set key308 value308
set key309 value309
set key310 value310
set key311 value311
set key312 value312
set key313 value313
set key314 value314
set key315 value315
set key316 value316
set key317 value317
set key318 value318
set key319 value319
set key320 value320
set key321 value321
set key322 value322
set key323 value323
set key324 value324
set key325 value325
set key326 value326
set key327 value327
set key328 value328
set key329 value329
set key330 value330
set key331 value331
set key332 value332
set key333 value333
set key334 value334
set key335 value335
set key336 value336
set key337 value337
set key338 value338
set key339 value339
set key340 value340
set key341 value341
set key342 value342
set key343 value343
set key344 value344
set key345 value345
set key346 value346
set key347 value347
set key348 value348
set key349 value349
set key350 value350
set key351 value351
set key352 value352
set key353 value353
set key354 value354
set key355 value355
set key356 value356
set key357 value357
set key358 value358
set key359 value359
set key360 value360
set key361 value361
set key362 value362
set key363 value363
set key364 value364
set key365 value365
set key366 value366
set key367 value367
set key368 value368
set key369 value369
set key370 value370
set key371 value371
set key372 value372
set key373 value373
set key374 value374
set key375 value375
set key376 value376
set key377 value377
set key378 value378
set key379 value379
set key380 value380
set key381 value381
set key382 value382
set key383 value383
set key384 value384
set key385 value385
set key386 value386
set key387 value387
set key388 value388
set key389 value389
set key390 value390
set key391 value391
set key392 value392
set key393 value393
set key394 value394
set key395 value395
set key396 value396
set key397 value397
set key398 value398
set key399 value399
set key400 value400
set key401 value401
set key402 value402
set key403 value403
set key404 value404
set key405 value405
set key406 value406
set key407 value407
set key408 value408
set key409 value409
set key410 value410
set key411 value411
set key412 value412
set key413 value413
set key414 value414
set key415 value415
set key416 value416
set key417 value417
set key418 value418
set key419 value419
set key420 value420
set key421 value421
set key422 value422
set key423 value423
set key424 value424
set key425 value425
set key426 value426
set key427 value427
set key428 value428
set key429 value429
set key430 value430
set key431 value431
set key432 value432
set key433 value433
set key434 value434
set key435 value435
set key436 value436
set key437 value437
set key438 value438
set key439 value439
set key440 value440
set key441 value441
set key442 value442
set key443 value443
set key444 value444
set key445 value445
set key446 value446
set key447 value447
set key448 value448
set key449 value449
set key450 value450
set key451 value451
set key452 value452
set key453 value453
set key454 value454
set key455 value455
set key456 value456
set key457 value457
set key458 value458
set key459 value459
set key460 value460
set key461 value461
set key462 value462
set key463 value463
set key464 value464
set key465 value465
set key466 value466
set key467 value467
set key468 value468
set key469 value469
set key470 value470
set key471 value471
set key472 value472
set key473 value473
set key474 value474
set key475 value475
set key476 value476
set key477 value477
set key478 value478
set key479 value479
set key480 value480
set key481 value481
set key482 value482
set key483 value483
set key484 value484
set key485 value485
set key486 value486
set key487 value487
set key488 value488
set key489 value489
set key490 value490
set key491 value491
set key492 value492
set key493 value493
set key494 value494
set key495 value495
set key496 value496
set key497 value497
set key498 value498
set key499 value499
set key500 value500
set key501 value501
set key502 value502
set key503 value503
set key504 value504
set key505 value505
set key506 value506
set key507 value507
set key508 value508
set key509 value509
set key510 value510
set key511 value511
set key512 value512
set key513 value513
set key514 value514
set key515 value515
set key516 value516
set key517 value517
set key518 value518
set key519 value519
set key520 value520
set key521 value521
set key522 value522
set key523 value523
set key524 value524
set key525 value525
set key526 value526
set key527 value527
set key528 value528
set key529 value529
set key530 value530
set key531 value531
set key532 value532
set key533 value533
set key534 value534
set key535 value535
set key536 value536
set key537 value537
set key538 value538
set key539 value539
set key540 value540
set key541 value541
set key542 value542
set key543 value543
set key544 value544
set key545 value545
set key546 value546
set key547 value547
set key548 value548
set key549 value549
set key550 value550
set key551 value551
set key552 value552
set key553 value553
set key554 value554
set key555 value555
set key556 value556
set key557 value557
set key558 value558
set key559 value559
set key560 value560
set key561 value561
set key562 value562
set key563 value563
set key564 value564
set key565 value565
set key566 value566
set key567 value567
set key568 value568
set key569 value569
set key570 value570
set key571 value571
set key572 value572
set key573 value573
set key574 value574
set key575 value575
set key576 value576
set key577 value577
set key578 value578
set key579 value579
set key580 value580
set key581 value581
set key582 value582
set key583 value583
set key584 value584
set key585 value585
set key586 value586
set key587 value587
set key588 value588
set key589 value589
set key590 value590
set key591 value591
set key592 value592
set key593 value593
set key594 value594
set key595 value595
set key596 value596
set key597 value597
set key598 value598
set key599 value599
set key600 value600
set key601 value601
set key602 value602
set key603 value603
set key604 value604
set key605 value605
set key606 value606
set key607 value607
set key608 value608
set key609 value609
set key610 value610
set key611 value611
set key612 value612
set key613 value613
set key614 value614
set key615 value615
set key616 value616
set key617 value617
set key618 value618
set key619 value619
set key620 value620
set key621 value621
set key622 value622
set key623 value623
set key624 value624
set key625 value625
set key626 value626
set key627 value627
set key628 value628
set key629 value629
set key630 value630
set key631 value631
set key632 value632
set key633 value633
set key634 value634
set key635 value635
set key636 value636
set key637 value637
set key638 value638
set key639 value639
set key640 value640
set key641 value641
set key642 value642
set key643 value643
set key644 value644
set key645 value645
set key646 value646
set key647 value647
set key648 value648
set key649 value649
set key650 value650
set key651 value651
set key652 value652
set key653 value653
set key654 value654
set key655 value655
set key656 value656
set key657 value657
set key658 value658
set key659 value659
set key660 value660
set key661 value661
set key662 value662
set key663 value663
set key664 value664
set key665 value665
set key666 value666
set key667 value667
set key668 value668
set key669 value669
set key670 value670
set key671 value671
set key672 value672
set key673 value673
set key674 value674
set key675 value675
set key676 value676
set key677 value677
set key678 value678
set key679 value679
set key680 value680
set key681 value681
set key682 value682
set key683 value683
set key684 value684
set key685 value685
set key686 value686
set key687 value687
set key688 value688
set key689 value689
set key690 value690
set key691 value691
set key692 value692
set key693 value693
set key694 value694
set key695 value695
set key696 value696
set key697 value697
set key698 value698
set key699 value699
set key700 value700
set key701 value701
set key702 value702
set key703 value703
set key704 value704
set key705 value705
set key706 value706
set key707 value707
set key708 value708
set key709 value709
set key710 value710
set key711 value711
set key712 value712
set key713 value713
set key714 value714
set key715 value715
set key716 value716
set key717 value717
set key718 value718
set key719 value719
set key720 value720
set key721 value721
set key722 value722
set key723 value723
set key724 value724
set key725 value725
set key726 value726
set key727 value727
set key728 value728
set key729 value729
set key730 value730
set key731 value731
set key732 value732
set key733 value733
set key734 value734
set key735 value735
set key736 value736
set key737 value737
set key738 value738
set key739 value739
set key740 value740
set key741 value741
set key742 value742
set key743 value743
set key744 value744
set key745 value745
set key746 value746
set key747 value747
set key748 value748
set key749 value749
set key750 value750
set key751 value751
set key752 value752
set key753 value753
set key754 value754
set key755 value755
set key756 value756
set key757 value757
set key758 value758
set key759 value759
set key760 value760
set key761 value761
set key762 value762
set key763 value763
set key764 value764
set key765 value765
set key766 value766
set key767 value767
set key768 value768
set key769 value769
set key770 value770
set key771 value771
set key772 value772
set key773 value773
set key774 value774
set key775 value775
set key776 value776
set key777 value777
set key778 value778
set key779 value779
set key780 value780
set key781 value781
set key782 value782
set key783 value783
set key784 value784
set key785 value785
set key786 value786
set key787 value787
set key788 value788
set key789 value789
set key790 value790
set key791 value791
set key792 value792
set key793 value793
set key794 value794
set key795 value795
set key796 value796
set key797 value797
set key798 value798
set key799 value799
set key800 value800
set key801 value801
set key802 value802
set key803 value803
set key804 value804
set key805 value805
set key806 value806
set key807 value807
set key808 value808
set key809 value809
set key810 value810
set key811 value811
set key812 value812
set key813 value813
set key814 value814
set key815 value815
set key816 value816
set key817 value817
set key818 value818
set key819 value819
set key820 value820
set key821 value821
set key822 value822
set key823 value823
set key824 value824
set key825 value825
set key826 value826
set key827 value827
set key828 value828
set key829 value829
set key830 value830
set key831 value831
set key832 value832
set key833 value833
set key834 value834
set key835 value835
set key836 value836
set key837 value837
set key838 value838
set key839 value839
set key840 value840
set key841 value841
set key842 value842
set key843 value843
set key844 value844
set key845 value845
set key846 value846
set key847 value847
set key848 value848
set key849 value849
set key850 value850
set key851 value851
set key852 value852
set key853 value853
set key854 value854
set key855 value855
set key856 value856
set key857 value857
set key858 value858
set key859 value859
set key860 value860
set key861 value861
set key862 value862
set key863 value863
set key864 value864
set key865 value865
set key866 value866
set key867 value867
set key868 value868
set key869 value869
set key870 value870
set key871 value871
set key872 value872
set key873 value873
set key874 value874
set key875 value875
set key876 value876
set key877 value877
set key878 value878
set key879 value879
set key880 value880
set key881 value881
set key882 value882
set key883 value883
set key884 value884
set key885 value885
set key886 value886
set key887 value887
set key888 value888
set key889 value889
set key890 value890
set key891 value891
set key892 value892
set key893 value893
set key894 value894
set key895 value895
set key896 value896
set key897 value897
set key898 value898
set key899 value899
set key900 value900
set key901 value901
set key902 value902
set key903 value903
set key904 value904
set key905 value905
set key906 value906
set key907 value907
set key908 value908
set key909 value909
set key910 value910
set key911 value911
set key912 value912
set key913 value913
set key914 value914
set key915 value915
set key916 value916
set key917 value917
set key918 value918
set key919 value919
set key920 value920
set key921 value921
set key922 value922
set key923 value923
set key924 value924
set key925 value925
set key926 value926
set key927 value927
set key928 value928
set key929 value929
set key930 value930
set key931 value931
set key932 value932
set key933 value933
set key934 value934
set key935 value935
set key936 value936
set key937 value937
set key938 value938
set key939 value939
set key940 value940
set key941 value941
set key942 value942
set key943 value943
set key944 value944
set key945 value945
set key946 value946
set key947 value947
set key948 value948
set key949 value949
set key950 value950
set key951 value951
set key952 value952
set key953 value953
set key954 value954
set key955 value955
set key956 value956
set key957 value957
set key958 value958
set key959 value959
set key960 value960
set key961 value961
set key962 value962
set key963 value963
set key964 value964
set key965 value965
set key966 value966
set key967 value967
set key968 value968
set key969 value969
set key970 value970
set key971 value971
set key972 value972
set key973 value973
set key974 value974
set key975 value975
set key976 value976
set key977 value977
set key978 value978
set key979 value979
set key980 value980
set key981 value981
set key982 value982
set key983 value983
set key984 value984
set key985 value985
set key986 value986
set key987 value987
set key988 value988
set key989 value989
set key990 value990
set key991 value991
set key992 value992
set key993 value993
set key994 value994
set key995 value995
set key996 value996
set key997 value997
set key998 value998
set key999 value999
set zju 1
set thu 3
set thu 8
set zju 3
